Raw_Dist,RX_Power,FP_Power,Quality,True_Distance
0.6,-68.64,-74.88,175.82,0.508
0.58,-68.49,-74.33,159.81,0.508
0.55,-69.0,-73.39,153.21,0.508
0.55,-68.49,-72.44,161.0,0.508
0.59,-68.79,-74.46,160.77,0.508
0.57,-69.24,-74.69,187.02,0.508
0.57,-68.7,-73.92,172.41,0.508
0.52,-68.89,-72.83,156.46,0.508
0.58,-68.96,-74.81,151.31,0.508
0.57,-68.83,-72.85,134.42,0.508
0.56,-69.44,-73.62,134.18,0.508
0.51,-68.55,-74.77,187.25,0.508
0.57,-69.3,-73.58,147.0,0.508
0.58,-68.53,-73.14,129.75,0.508
0.54,-68.49,-74.51,187.68,0.508
0.56,-69.06,-74.19,122.83,0.508
0.57,-68.43,-72.7,142.39,0.508
0.54,-68.15,-75.65,154.92,0.508
0.55,-68.83,-73.31,136.82,0.508
0.56,-69.1,-73.42,131.14,0.508
0.6,-69.33,-74.55,131.05,0.508
0.61,-69.33,-72.97,146.75,0.508
0.59,-69.21,-73.17,142.34,0.508
0.58,-69.65,-73.79,133.09,0.508
0.56,-68.84,-73.05,147.94,0.508
0.6,-68.95,-73.42,162.65,0.508
0.6,-69.51,-74.38,138.19,0.508
0.58,-69.02,-73.76,165.75,0.508
0.62,-69.06,-74.94,148.87,0.508
0.58,-68.59,-72.98,153.9,0.508
0.56,-68.38,-73.23,136.34,0.508
0.6,-69.03,-74.4,126.87,0.508
0.58,-68.86,-72.64,138.54,0.508
0.58,-68.56,-74.89,157.62,0.508
0.56,-68.64,-73.05,159.6,0.508
0.56,-68.67,-73.25,142.9,0.508
0.59,-68.31,-73.69,143.45,0.508
0.51,-68.88,-72.44,130.77,0.508
0.57,-68.72,-74.66,148.13,0.508
0.54,-68.82,-72.82,131.85,0.508
0.54,-68.69,-72.82,149.27,0.508
0.56,-68.3,-73.37,176.73,0.508
0.54,-68.76,-72.41,138.75,0.508
0.55,-68.63,-74.79,159.75,0.508
0.54,-68.93,-73.3,143.2,0.508
0.5,-68.78,-72.27,126.28,0.508
0.56,-69.15,-74.26,131.75,0.508
0.51,-69.74,-73.0,125.23,0.508
0.74,-68.03,-74.55,184.9,0.762
0.75,-68.31,-74.73,164.79,0.762
0.76,-68.71,-75.36,138.52,0.762
0.77,-68.43,-74.26,148.63,0.762
0.76,-68.56,-74.04,137.84,0.762
0.76,-68.45,-73.84,146.27,0.762
0.72,-68.41,-73.67,162.98,0.762
0.71,-68.21,-74.35,189.65,0.762
0.73,-68.63,-74.17,186.02,0.762
0.73,-67.94,-74.81,184.93,0.762
0.75,-68.53,-74.07,164.98,0.762
0.76,-68.83,-74.93,151.73,0.762
0.78,-68.7,-74.26,141.57,0.762
0.79,-68.89,-74.0,147.87,0.762
0.75,-68.54,-73.97,160.87,0.762
0.76,-68.22,-74.51,166.93,0.762
0.75,-68.24,-74.28,192.93,0.762
0.76,-68.41,-74.87,163.02,0.762
0.77,-68.13,-74.77,160.87,0.762
0.77,-68.85,-75.23,145.25,0.762
0.75,-68.71,-74.83,144.17,0.762
0.78,-68.7,-74.3,146.46,0.762
0.78,-68.35,-73.83,161.6,0.762
0.78,-68.68,-74.02,147.83,0.762
0.77,-68.9,-74.06,159.37,0.762
0.76,-68.49,-73.62,163.67,0.762
0.73,-67.91,-73.76,192.3,0.762
0.74,-68.26,-74.9,186.75,0.762
0.75,-68.32,-74.72,176.25,0.762
0.77,-68.56,-74.16,159.73,0.762
0.78,-68.58,-74.61,143.6,0.762
0.77,-68.37,-74.2,148.52,0.762
0.77,-68.29,-73.81,161.04,0.762
0.78,-68.53,-73.86,160.87,0.762
0.75,-68.33,-73.94,160.23,0.762
0.78,-67.9,-73.61,214.17,0.762
0.72,-67.58,-73.34,214.53,0.762
0.73,-67.67,-73.48,215.11,0.762
0.75,-67.74,-73.65,189.1,0.762
0.76,-68.27,-74.48,193.11,0.762
0.75,-68.15,-74.1,189.85,0.762
0.78,-67.96,-74.22,161.31,0.762
0.79,-68.33,-74.58,144.58,0.762
0.77,-68.15,-73.68,171.95,0.762
0.75,-68.46,-73.73,155.35,0.762
0.76,-68.34,-73.4,173.25,0.762
0.77,-68.53,-73.65,164.64,0.762
0.75,-68.25,-73.24,158.21,0.762
0.74,-67.59,-73.07,214.75,0.762
0.72,-68.15,-74.07,182.15,0.762
0.74,-67.55,-73.09,195.07,0.762
0.74,-68.06,-73.61,209.56,0.762
0.73,-68.26,-75.32,182.0,0.762
0.76,-68.18,-72.98,161.81,0.762
0.78,-67.77,-74.18,177.2,0.762
0.76,-68.42,-74.39,161.06,0.762
0.76,-68.92,-73.99,162.23,0.762
0.77,-68.63,-74.03,143.88,0.762
0.79,-68.49,-72.99,161.48,0.762
0.77,-68.47,-73.13,141.14,0.762
0.74,-68.83,-73.25,141.44,0.762
0.73,-68.96,-72.91,163.0,0.762
0.78,-68.87,-72.76,149.96,0.762
0.76,-68.65,-72.7,140.02,0.762
0.75,-68.56,-72.64,142.59,0.762
0.78,-69.16,-72.73,162.6,0.762
0.77,-69.76,-73.85,145.48,0.762
0.76,-69.37,-73.16,136.46,0.762
0.76,-68.96,-72.52,130.03,0.762
0.74,-69.35,-72.84,126.08,0.762
0.75,-69.24,-72.92,158.69,0.762
0.73,-70.22,-75.53,122.72,0.762
0.71,-70.58,-75.31,121.88,0.762
0.71,-70.33,-75.33,112.39,0.762
0.73,-69.12,-73.29,121.58,0.762
0.72,-69.35,-72.92,129.15,0.762
0.72,-69.41,-73.23,120.45,0.762
0.74,-69.65,-73.06,120.42,0.762
0.75,-69.1,-72.61,128.97,0.762
0.75,-70.04,-73.85,146.71,0.762
0.74,-69.04,-73.11,129.47,0.762
0.75,-68.92,-73.2,138.05,0.762
0.74,-68.68,-72.94,131.7,0.762
0.73,-68.94,-73.62,120.27,0.762
0.74,-68.54,-73.25,123.27,0.762
0.76,-68.97,-73.75,137.66,0.762
0.75,-69.37,-74.21,118.27,0.762
0.74,-68.9,-73.95,135.77,0.762
0.73,-69.73,-75.05,131.18,0.762
0.73,-68.34,-74.23,158.58,0.762
0.73,-68.54,-73.97,150.1,0.762
0.71,-68.44,-74.8,188.02,0.762
0.7,-67.98,-74.62,165.12,0.762
0.74,-68.24,-74.76,164.02,0.762
0.72,-68.32,-74.31,183.93,0.762
0.73,-68.0,-74.13,195.55,0.762
0.72,-68.05,-74.15,165.35,0.762
0.73,-68.18,-74.31,177.8,0.762
0.75,-68.12,-74.54,166.2,0.762
0.75,-67.75,-73.69,175.73,0.762
0.73,-68.24,-73.69,162.71,0.762
0.74,-68.38,-73.78,171.61,0.762
0.73,-68.01,-73.7,175.05,0.762
0.73,-67.98,-73.9,169.27,0.762
0.71,-68.27,-73.88,167.55,0.762
0.75,-68.21,-73.91,182.23,0.762
0.78,-68.49,-72.96,164.5,0.762
0.75,-68.59,-73.11,148.25,0.762
0.76,-68.59,-72.83,157.19,0.762
0.75,-68.77,-72.87,152.69,0.762
0.75,-69.27,-73.2,158.92,0.762
0.78,-69.05,-73.15,160.12,0.762
0.77,-69.63,-73.29,142.25,0.762
0.75,-69.54,-73.59,142.19,0.762
0.75,-68.67,-72.68,130.6,0.762
0.75,-69.33,-73.63,115.64,0.762
0.77,-68.9,-73.23,145.71,0.762
0.75,-68.89,-73.35,120.02,0.762
0.73,-69.71,-74.48,110.75,0.762
0.74,-68.59,-73.44,127.13,0.762
0.75,-68.79,-73.64,122.12,0.762
0.74,-69.54,-74.87,104.78,0.762
0.75,-68.85,-74.25,127.72,0.762
0.74,-69.39,-74.64,126.18,0.762
0.76,-68.95,-74.31,112.69,0.762
0.76,-68.82,-74.54,125.75,0.762
0.78,-69.05,-75.01,138.6,0.762
0.78,-68.93,-74.87,143.58,0.762
0.79,-68.45,-74.76,131.7,0.762
0.78,-68.37,-74.55,153.73,0.762
0.79,-68.24,-75.11,150.54,0.762
0.78,-68.09,-74.06,173.09,0.762
0.77,-68.16,-74.25,174.14,0.762
0.76,-68.39,-74.88,175.16,0.762
0.76,-68.87,-74.93,159.46,0.762
0.77,-68.87,-73.78,158.69,0.762
0.76,-69.21,-73.93,150.48,0.762
0.76,-68.51,-72.92,146.19,0.762
0.75,-69.05,-73.56,149.62,0.762
0.76,-68.91,-72.95,149.92,0.762
0.74,-69.04,-73.15,145.85,0.762
0.77,-69.08,-72.94,160.19,0.762
0.76,-68.87,-72.71,162.98,0.762
0.76,-69.61,-73.78,131.04,0.762
0.75,-68.97,-72.9,130.33,0.762
0.75,-69.8,-74.05,140.08,0.762
0.75,-69.77,-73.78,124.2,0.762
0.73,-68.74,-72.94,151.15,0.762
0.74,-69.03,-73.17,137.73,0.762
0.74,-68.83,-73.16,128.4,0.762
0.76,-68.67,-73.19,132.1,0.762
0.75,-69.79,-74.31,130.34,0.762
0.75,-68.62,-73.34,151.38,0.762
0.77,-68.64,-73.56,154.56,0.762
0.76,-69.31,-75.02,133.36,0.762
0.76,-69.06,-74.05,146.75,0.762
0.74,-68.92,-75.72,154.35,0.762
0.73,-69.29,-74.2,137.17,0.762
0.76,-68.62,-73.44,149.29,0.762
0.71,-68.95,-73.89,134.02,0.762
0.73,-68.75,-73.47,147.23,0.762
0.77,-68.71,-73.25,138.3,0.762
0.74,-68.81,-73.57,152.71,0.762
0.77,-69.0,-73.39,148.44,0.762
0.73,-68.61,-73.13,148.94,0.762
0.76,-68.99,-74.0,155.77,0.762
0.75,-69.05,-74.33,151.27,0.762
0.76,-68.59,-73.42,168.52,0.762
0.77,-69.18,-74.52,137.59,0.762
0.76,-69.11,-74.57,140.87,0.762
0.76,-69.61,-73.92,130.95,0.762
0.75,-69.37,-73.75,140.33,0.762
0.77,-68.8,-72.84,138.62,0.762
0.77,-68.76,-72.7,137.54,0.762
0.75,-69.15,-73.26,136.79,0.762
0.76,-69.54,-73.61,152.71,0.762
0.75,-69.71,-73.87,130.07,0.762
0.75,-69.91,-73.93,159.23,0.762
0.74,-69.9,-74.27,118.87,0.762
0.75,-68.89,-73.03,147.44,0.762
0.73,-69.79,-74.0,129.61,0.762
0.74,-70.01,-74.88,134.79,0.762
0.76,-69.82,-75.28,125.23,0.762
0.75,-69.35,-73.92,119.73,0.762
0.76,-69.06,-73.79,132.9,0.762
0.75,-68.51,-72.77,150.38,0.762
0.75,-69.45,-73.89,166.77,0.762
0.73,-69.29,-74.01,149.96,0.762
0.74,-69.49,-74.13,130.0,0.762
0.76,-69.12,-73.39,162.37,0.762
0.76,-68.94,-73.6,155.62,0.762
0.76,-68.84,-73.8,163.15,0.762
0.75,-69.04,-74.41,138.52,0.762
0.76,-68.78,-74.4,156.54,0.762
0.76,-68.83,-75.06,155.06,0.762
0.75,-68.45,-73.41,160.58,0.762
0.76,-69.0,-73.86,149.52,0.762
0.77,-68.52,-73.41,135.88,0.762
0.76,-68.92,-73.92,136.34,0.762
0.76,-68.97,-73.9,160.21,0.762
0.77,-69.44,-74.46,134.29,0.762
0.77,-69.01,-74.63,128.83,0.762
0.76,-68.09,-74.66,175.66,0.762
0.75,-68.62,-73.3,151.52,0.762
0.71,-68.69,-73.05,151.21,0.762
0.76,-69.03,-73.52,135.95,0.762
0.76,-69.14,-73.61,154.48,0.762
0.76,-69.3,-73.26,161.94,0.762
0.75,-68.8,-73.31,136.1,0.762
0.76,-69.62,-75.79,118.05,0.762
0.78,-69.61,-74.21,132.62,0.762
0.76,-69.17,-73.46,148.4,0.762
0.74,-69.08,-73.21,140.91,0.762
0.76,-68.89,-73.18,175.84,0.762
0.76,-68.63,-73.04,150.04,0.762
0.74,-69.4,-73.97,155.02,0.762
0.77,-68.69,-73.91,152.62,0.762
0.76,-68.91,-73.44,147.1,0.762
0.75,-68.71,-73.37,151.96,0.762
0.72,-68.4,-72.93,159.46,0.762
0.78,-68.71,-73.24,176.18,0.762
0.76,-68.77,-73.48,147.04,0.762
0.75,-68.88,-74.01,160.52,0.762
0.77,-68.85,-74.73,145.92,0.762
0.77,-68.68,-74.23,157.04,0.762
0.77,-68.81,-73.52,155.35,0.762
0.74,-68.56,-73.14,165.58,0.762
0.76,-68.6,-73.11,154.4,0.762
0.74,-68.7,-73.38,166.81,0.762
0.74,-69.19,-73.97,142.38,0.762
0.76,-69.29,-74.99,143.83,0.762
0.73,-68.52,-73.03,149.33,0.762
0.75,-68.46,-72.82,165.81,0.762
0.78,-68.99,-73.08,159.94,0.762
0.74,-69.22,-73.78,171.07,0.762
0.75,-68.79,-73.72,149.83,0.762
0.75,-68.63,-73.98,161.25,0.762
0.75,-68.99,-73.48,149.92,0.762
0.73,-68.56,-73.45,144.98,0.762
0.71,-68.35,-73.16,189.6,0.762
0.75,-68.86,-73.6,153.37,0.762
0.76,-68.54,-73.99,163.19,0.762
0.77,-68.79,-74.37,153.29,0.762
0.78,-68.72,-73.41,156.79,0.762
0.75,-68.78,-73.5,164.07,0.762
0.78,-68.82,-73.51,171.25,0.762
0.74,-68.61,-73.37,159.81,0.762
0.77,-69.42,-74.56,144.52,0.762
0.78,-69.16,-73.83,143.63,0.762
0.76,-69.07,-73.58,160.83,0.762
0.75,-68.75,-73.32,149.19,0.762
0.76,-68.76,-73.33,156.23,0.762
0.74,-68.83,-73.92,154.27,0.762
0.78,-69.23,-74.13,161.17,0.762
0.76,-68.96,-73.43,162.15,0.762
0.74,-69.03,-73.42,153.77,0.762
0.77,-68.51,-73.11,141.62,0.762
0.74,-68.82,-73.94,147.25,0.762
0.76,-69.04,-74.26,159.5,0.762
0.77,-68.76,-73.06,158.77,0.762
0.77,-69.17,-73.49,146.0,0.762
0.73,-68.67,-73.53,163.35,0.762
0.77,-69.06,-74.13,160.5,0.762
0.78,-68.69,-74.68,190.35,0.762
0.76,-68.39,-72.93,165.5,0.762
0.76,-69.02,-73.65,167.05,0.762
0.75,-68.67,-73.51,176.7,0.762
0.76,-69.18,-74.22,154.56,0.762
0.76,-68.76,-74.21,186.85,0.762
0.75,-68.01,-74.17,169.14,0.762
0.73,-68.95,-73.73,165.84,0.762
0.73,-68.69,-73.73,163.54,0.762
0.76,-69.31,-74.44,150.17,0.762
0.77,-68.25,-74.38,195.35,0.762
0.75,-67.81,-73.42,175.98,0.762
0.73,-68.59,-73.16,173.16,0.762
0.73,-69.15,-73.81,157.58,0.762
0.73,-69.39,-74.52,140.98,0.762
0.76,-68.97,-73.55,159.15,0.762
0.73,-68.63,-72.89,165.35,0.762
0.73,-68.64,-72.86,161.67,0.762
0.77,-68.95,-73.09,161.17,0.762
0.76,-69.66,-74.88,143.63,0.762
0.75,-69.32,-73.55,147.4,0.762
0.74,-69.01,-73.11,158.1,0.762
0.76,-69.1,-73.32,159.21,0.762
0.77,-69.25,-73.79,141.87,0.762
0.74,-69.76,-74.42,132.09,0.762
0.73,-68.9,-72.84,149.85,0.762
0.77,-68.79,-72.76,138.64,0.762
0.77,-68.93,-73.02,163.23,0.762
0.74,-69.39,-73.96,158.17,0.762
0.76,-68.91,-73.57,172.75,0.762
0.76,-69.03,-73.68,153.83,0.762
0.74,-69.37,-74.17,140.33,0.762
0.76,-68.79,-73.6,146.37,0.762
0.76,-69.32,-74.86,152.81,0.762
0.75,-68.82,-73.52,191.32,0.762
0.76,-69.29,-74.26,157.73,0.762
0.76,-69.08,-73.94,156.83,0.762
0.77,-69.17,-74.77,173.98,0.762
0.77,-68.25,-73.39,199.18,0.762
0.77,-68.53,-73.55,190.43,0.762
0.75,-68.64,-74.1,186.85,0.762
0.78,-67.93,-74.48,160.29,0.762
0.78,-68.06,-74.03,213.86,0.762
0.74,-68.29,-74.21,185.87,0.762
0.75,-68.44,-74.55,165.7,0.762
0.77,-67.99,-74.56,173.43,0.762
0.74,-68.42,-74.52,189.3,0.762
0.77,-67.86,-73.42,238.59,0.762
0.72,-68.28,-73.78,192.02,0.762
0.74,-68.1,-74.16,173.55,0.762
0.79,-68.81,-74.9,209.0,0.762
0.77,-67.82,-73.37,210.06,0.762
0.76,-68.47,-73.58,180.48,0.762
0.73,-68.15,-74.48,194.3,0.762
0.76,-68.57,-74.66,186.35,0.762
0.74,-68.1,-73.86,174.86,0.762
0.74,-67.76,-73.95,176.75,0.762
0.76,-68.03,-74.46,177.77,0.762
0.75,-67.93,-73.6,213.11,0.762
0.75,-68.51,-73.45,193.68,0.762
0.72,-68.33,-73.77,180.34,0.762
0.74,-68.08,-74.27,174.75,0.762
0.78,-67.8,-73.31,213.64,0.762
0.77,-68.22,-73.16,178.75,0.762
0.74,-68.07,-73.91,174.61,0.762
0.73,-68.48,-74.62,187.32,0.762
0.75,-67.53,-73.1,198.8,0.762
0.76,-68.61,-73.66,175.86,0.762
0.74,-68.43,-74.24,194.57,0.762
0.76,-68.36,-73.95,183.52,0.762
0.76,-68.41,-73.85,206.75,0.762
0.73,-68.42,-73.81,179.16,0.762
0.73,-68.1,-74.36,178.98,0.762
0.75,-68.23,-74.03,213.11,0.762
0.73,-68.06,-73.52,188.15,0.762
0.75,-68.21,-73.88,183.43,0.762
0.77,-68.52,-74.29,185.6,0.762
0.76,-67.79,-74.01,177.86,0.762
0.76,-68.33,-74.07,178.98,0.762
0.72,-68.97,-74.16,157.69,0.762
0.76,-68.54,-75.3,154.56,0.762
0.76,-68.16,-73.92,206.39,0.762
0.76,-68.7,-73.8,167.98,0.762
0.72,-67.53,-73.88,165.29,0.762
0.76,-68.34,-74.38,182.05,0.762
0.76,-68.1,-73.72,190.0,0.762
0.73,-68.41,-74.09,167.18,0.762
0.73,-68.06,-74.78,192.43,0.762
0.77,-68.26,-74.07,208.75,0.762
0.76,-68.1,-73.69,189.93,0.762
0.74,-68.05,-73.59,160.17,0.762
0.74,-68.3,-74.56,151.75,0.762
0.77,-67.82,-73.36,194.87,0.762
0.76,-68.54,-73.96,167.05,0.762
0.77,-68.43,-74.12,162.21,0.762
0.75,-67.97,-73.73,173.57,0.762
0.75,-68.75,-73.36,187.8,0.762
0.72,-68.21,-73.68,164.23,0.762
0.77,-68.31,-74.81,157.79,0.762
0.78,-67.83,-73.34,191.32,0.762
0.76,-68.82,-73.58,174.14,0.762
0.77,-68.34,-74.08,174.3,0.762
0.78,-68.19,-74.96,189.3,0.762
0.74,-68.37,-74.02,177.62,0.762
0.75,-68.98,-74.12,166.3,0.762
0.71,-68.42,-74.34,173.16,0.762
0.75,-68.69,-74.2,181.93,0.762
0.78,-68.21,-73.42,182.41,0.762
0.76,-68.38,-74.06,153.81,0.762
0.76,-68.19,-73.98,191.15,0.762
0.77,-68.09,-73.26,187.62,0.762
0.71,-68.11,-73.77,162.4,0.762
0.78,-68.24,-74.34,167.0,0.762
0.76,-68.98,-73.69,172.66,0.762
0.75,-68.22,-73.85,170.32,0.762
0.76,-68.34,-74.36,177.18,0.762
0.75,-68.53,-74.01,181.35,0.762
0.72,-68.45,-74.11,168.86,0.762
0.76,-68.47,-74.23,175.66,0.762
0.75,-68.71,-74.79,181.07,0.762
0.76,-67.77,-73.16,178.34,0.762
0.76,-68.89,-74.25,155.02,0.762
0.76,-68.17,-74.45,180.48,0.762
0.74,-68.11,-73.37,194.32,0.762
0.76,-68.66,-73.78,171.14,0.762
0.76,-68.03,-74.43,188.7,0.762
0.75,-68.9,-73.62,187.27,0.762
0.76,-68.72,-73.72,153.96,0.762
0.75,-68.39,-74.63,169.2,0.762
0.74,-68.14,-73.7,188.65,0.762
0.74,-68.45,-73.91,158.58,0.762
0.75,-68.73,-74.63,167.59,0.762
0.72,-68.49,-73.92,189.77,0.762
0.77,-68.42,-73.26,197.05,0.762
0.73,-68.68,-73.59,162.54,0.762
0.77,-68.77,-75.44,176.4,0.762
0.74,-68.46,-73.74,186.98,0.762
0.73,-68.54,-74.12,165.85,0.762
0.76,-68.51,-74.61,201.36,0.762
0.73,-68.33,-73.08,166.25,0.762
0.73,-68.06,-73.85,150.71,0.762
0.76,-68.09,-73.97,177.64,0.762
0.74,-68.49,-73.13,175.7,0.762
0.76,-68.66,-73.76,178.91,0.762
0.74,-68.56,-74.96,189.87,0.762
0.76,-68.6,-73.33,178.91,0.762
0.72,-68.71,-73.69,175.05,0.762
0.73,-68.54,-74.4,186.95,0.762
0.75,-67.86,-73.45,192.43,0.762
0.75,-68.43,-73.51,162.65,0.762
0.76,-68.8,-74.88,171.0,0.762
0.74,-68.17,-73.65,192.87,0.762
0.76,-68.87,-73.44,173.93,0.762
0.74,-68.57,-74.32,185.32,0.762
0.75,-67.73,-73.21,201.15,0.762
0.72,-68.43,-73.49,156.69,0.762
0.75,-67.91,-74.18,179.0,0.762
0.75,-68.29,-73.84,188.02,0.762
0.75,-68.62,-73.59,162.44,0.762
0.75,-68.09,-74.8,177.07,0.762
0.75,-68.8,-73.31,174.39,0.762
0.76,-68.7,-74.13,170.07,0.762
0.72,-68.43,-74.23,178.52,0.762
0.74,-68.66,-73.25,175.14,0.762
0.73,-68.78,-73.68,173.66,0.762
0.77,-68.02,-74.48,166.04,0.762
0.74,-68.51,-73.06,157.58,0.762
0.74,-68.52,-73.81,168.95,0.762
0.73,-68.41,-74.37,166.92,0.762
0.76,-68.76,-73.48,163.77,0.762
0.75,-68.56,-74.15,164.1,0.762
0.72,-67.98,-73.7,191.93,0.762
0.75,-68.71,-73.38,169.05,0.762
0.73,-68.72,-74.12,164.42,0.762
0.74,-67.97,-73.39,194.85,0.762
0.74,-68.58,-73.18,150.15,0.762
0.76,-68.32,-73.88,173.39,0.762
0.75,-68.17,-73.56,205.61,0.762
0.76,-68.89,-73.48,153.92,0.762
0.74,-68.28,-74.12,189.85,0.762
0.75,-68.68,-74.23,180.87,0.762
0.72,-68.46,-73.31,169.02,0.762
0.74,-68.58,-74.62,181.8,0.762
0.73,-68.31,-72.73,167.94,0.762
0.74,-68.76,-73.47,160.79,0.762
0.73,-68.16,-73.93,182.98,0.762
0.75,-68.36,-72.94,161.96,0.762
0.74,-68.07,-73.92,166.04,0.762
0.75,-67.84,-73.38,206.28,0.762
0.73,-68.54,-73.26,174.32,0.762
0.74,-69.19,-74.28,163.75,0.762
0.75,-68.09,-73.7,193.32,0.762
0.74,-68.55,-73.25,161.75,0.762
0.72,-67.97,-74.26,177.48,0.762
0.75,-68.02,-73.34,206.81,0.762
0.73,-68.86,-73.72,143.92,0.762
0.76,-68.47,-74.5,175.48,0.762
0.73,-68.47,-72.92,182.75,0.762
0.75,-68.68,-73.84,153.33,0.762
0.76,-68.53,-75.64,182.93,0.762
0.76,-68.67,-73.17,150.96,0.762
0.74,-68.09,-73.89,177.0,0.762
0.75,-68.29,-73.86,176.87,0.762
0.72,-68.59,-73.39,160.92,0.762
0.74,-67.98,-74.67,178.41,0.762
0.75,-68.73,-73.27,167.5,0.762
0.73,-68.26,-73.62,155.44,0.762
0.76,-68.41,-74.28,204.03,0.762
0.73,-68.66,-73.05,146.83,0.762
0.73,-68.59,-74.01,187.15,0.762
0.74,-68.62,-73.75,183.7,0.762
0.73,-68.91,-73.31,157.81,0.762
0.73,-68.2,-74.77,193.5,0.762
0.73,-68.51,-73.08,157.65,0.762
0.76,-68.62,-73.6,168.92,0.762
0.73,-68.36,-73.73,224.75,0.762
0.73,-68.61,-73.3,151.13,0.762
0.74,-68.18,-74.78,212.5,0.762
0.74,-68.96,-73.44,154.65,0.762
0.73,-69.01,-74.34,156.48,0.762
0.75,-68.0,-73.49,213.47,0.762
0.75,-68.59,-73.29,170.52,0.762
0.76,-68.23,-74.08,170.45,0.762
0.72,-69.53,-73.7,131.59,0.762
0.77,-68.74,-72.53,141.3,0.762
0.73,-69.0,-73.23,151.5,0.762
0.77,-69.13,-73.08,126.7,0.762
0.76,-69.12,-74.56,146.92,0.762
0.74,-68.88,-72.54,134.28,0.762
0.77,-69.58,-74.87,145.92,0.762
0.74,-69.26,-73.18,126.63,0.762
0.76,-68.81,-73.87,143.14,0.762
0.73,-69.4,-73.06,145.35,0.762
0.78,-69.2,-73.64,149.12,0.762
0.71,-69.13,-72.83,128.23,0.762
0.76,-69.23,-73.45,135.5,0.762
0.73,-69.63,-73.43,117.64,0.762
0.76,-68.85,-72.48,141.84,0.762
0.71,-68.97,-72.58,138.27,0.762
0.77,-68.9,-72.47,131.47,0.762
0.73,-69.27,-72.98,126.45,0.762
0.76,-69.14,-72.81,135.3,0.762
0.75,-70.26,-75.32,129.77,0.762
0.73,-69.08,-72.67,131.03,0.762
0.75,-69.47,-73.51,138.3,0.762
0.69,-68.85,-72.67,130.98,0.762
0.77,-68.88,-72.43,133.0,0.762
0.7,-70.14,-74.29,128.71,0.762
0.75,-68.92,-72.45,131.48,0.762
0.72,-69.35,-73.3,136.77,0.762
0.76,-69.27,-73.12,127.08,0.762
0.74,-69.06,-74.0,139.71,0.762
0.71,-68.93,-72.75,150.38,0.762
0.74,-68.94,-72.52,139.12,0.762
0.71,-69.53,-73.6,143.33,0.762
0.76,-68.88,-72.66,137.16,0.762
0.73,-69.21,-74.13,136.79,0.762
0.75,-69.63,-73.83,137.04,0.762
0.75,-69.41,-73.66,122.97,0.762
0.73,-69.1,-73.39,158.12,0.762
0.74,-68.71,-72.82,147.4,0.762
0.73,-68.81,-73.15,138.95,0.762
0.76,-69.66,-74.25,137.73,0.762
0.75,-69.3,-73.36,138.46,0.762
0.74,-68.69,-73.49,165.12,0.762
0.75,-69.39,-73.95,141.12,0.762
0.74,-68.88,-73.65,136.84,0.762
0.75,-68.59,-73.41,175.98,0.762
0.73,-68.39,-73.25,140.66,0.762
0.72,-69.56,-74.34,140.69,0.762
0.74,-68.44,-73.4,178.91,0.762
0.74,-68.31,-73.31,138.71,0.762
0.75,-68.33,-73.27,150.62,0.762
0.75,-68.92,-74.4,167.25,0.762
0.74,-68.38,-73.44,153.17,0.762
0.76,-68.64,-73.53,154.06,0.762
0.76,-68.58,-75.04,172.3,0.762
0.73,-68.21,-73.18,139.52,0.762
0.71,-68.85,-74.52,152.12,0.762
0.76,-68.84,-75.9,173.18,0.762
0.72,-68.19,-73.22,142.54,0.762
0.74,-68.64,-74.12,160.52,0.762
0.76,-68.48,-74.78,192.18,0.762
0.73,-68.26,-73.29,148.21,0.762
0.74,-68.55,-73.96,144.83,0.762
0.75,-67.96,-74.28,197.27,0.762
0.73,-68.22,-72.91,157.0,0.762
0.75,-68.83,-73.78,138.21,0.762
0.75,-68.33,-73.73,168.29,0.762
0.74,-68.34,-72.97,163.58,0.762
0.74,-68.51,-72.83,142.45,0.762
0.76,-68.76,-73.32,144.5,0.762
0.72,-68.7,-73.13,160.25,0.762
0.71,-68.88,-72.89,147.5,0.762
0.76,-68.67,-72.7,162.92,0.762
0.75,-69.51,-74.74,141.06,0.762
0.7,-69.97,-76.1,136.65,0.762
0.74,-69.28,-73.32,145.92,0.762
0.77,-69.29,-72.76,134.8,0.762
0.75,-69.5,-73.05,146.44,0.762
0.72,-69.18,-74.39,144.48,0.762
0.73,-68.91,-72.68,138.29,0.762
0.73,-69.21,-73.18,138.04,0.762
0.76,-69.45,-73.28,139.05,0.762
0.73,-68.84,-73.21,145.73,0.762
0.7,-68.8,-74.17,143.43,0.762
0.73,-69.74,-73.19,133.79,0.762
0.76,-69.95,-73.69,132.77,0.762
0.74,-68.66,-72.38,132.72,0.762
0.71,-69.93,-75.18,137.42,0.762
0.7,-69.6,-75.15,133.02,0.762
0.73,-68.97,-72.75,140.16,0.762
0.74,-69.76,-73.45,132.45,0.762
0.75,-68.84,-72.5,138.77,0.762
0.74,-69.12,-72.91,128.75,0.762
0.71,-69.77,-75.0,144.42,0.762
0.73,-69.06,-74.36,144.32,0.762
0.73,-69.84,-73.91,138.65,0.762
0.75,-69.09,-72.97,146.5,0.762
0.76,-69.09,-72.78,139.07,0.762
0.74,-69.06,-72.92,135.95,0.762
0.72,-69.74,-74.11,143.88,0.762
0.73,-69.29,-74.9,144.71,0.762
0.74,-69.18,-73.31,157.83,0.762
